n,flops_per_sec
212,1.90124e+09
213,2.49381e+09
214,2.52998e+09
215,2.47907e+09
216,2.55427e+09
217,2.49384e+09
218,2.38702e+09
219,2.31366e+09
220,2.33128e+09
221,2.26955e+09
222,2.31478e+09
223,2.31766e+09
224,1.22215e+09
225,2.46861e+09
226,2.50099e+09
227,1.7523e+09
228,2.38961e+09
229,2.46398e+09
230,2.38211e+09
231,2.16239e+09
232,1.82583e+09
233,1.84517e+09
234,2.47497e+09
235,2.43679e+09
236,2.28343e+09
237,2.39166e+09
238,1.87169e+09
239,1.66656e+09
240,1.66997e+09
241,1.64531e+09
242,2.17993e+09
243,2.00474e+09
244,1.98882e+09
245,1.81601e+09
246,2.41595e+09
247,2.29778e+09
248,2.46917e+09
249,2.23847e+09
250,2.34783e+09
251,1.97566e+09
252,2.14719e+09
253,1.87627e+09
254,2.26017e+09
255,2.19367e+09
256,1.0547e+08
257,2.18153e+09
258,2.16508e+09
259,2.15086e+09
260,2.14666e+09
261,1.89752e+09
262,1.94757e+09
263,2.08291e+09
264,2.2588e+09
265,1.98772e+09
266,1.95793e+09
267,1.763e+09
268,1.92898e+09
269,1.92411e+09
270,1.83895e+09
271,1.63721e+09
272,1.50432e+09
273,1.68685e+09
274,1.99516e+09
275,1.95844e+09
276,1.96941e+09
277,1.83406e+09
278,1.82385e+09
279,1.85117e+09
280,1.57773e+09
281,1.73674e+09
282,1.72241e+09
283,1.77698e+09
284,1.85934e+09
285,1.73537e+09
286,1.69647e+09
287,1.71235e+09
288,1.26462e+09
289,1.69352e+09
290,1.65781e+09
291,1.73544e+09
292,1.67741e+09
293,1.73196e+09
294,1.60737e+09
295,1.65772e+09
296,1.45334e+09
297,1.61806e+09
298,1.37452e+09
299,1.62584e+09
300,1.58504e+09
301,1.44691e+09
302,1.45935e+09
303,1.18082e+09
304,1.31523e+09
305,1.61671e+09
306,1.53697e+09
307,1.45899e+09
308,1.6165e+09
309,1.44808e+09
310,1.44911e+09
311,1.45074e+09
312,1.36609e+09
313,1.55398e+09
314,1.37242e+09
315,1.5208e+09
316,1.37279e+09
317,1.4529e+09
318,1.37453e+09
319,1.27185e+09
320,1.15086e+09
321,1.26463e+09
322,1.37717e+09
323,1.40634e+09
324,1.32803e+09
325,1.33378e+09
326,1.5321e+09
327,1.38272e+09
328,1.34084e+09
329,1.53911e+09
330,1.34671e+09
331,1.41015e+09
332,1.35597e+09
333,1.31058e+09
334,1.43553e+09
335,1.3189e+09
336,1.32158e+09
337,1.3295e+09
338,1.32643e+09
339,1.3704e+09
340,1.38128e+09
341,1.30691e+09
342,1.56409e+09
343,1.44049e+09
344,1.32576e+09
345,1.32577e+09
346,1.31963e+09
347,1.31981e+09
348,1.3706e+09
349,1.42847e+09
350,1.25988e+09
351,1.28672e+09
352,1.31809e+09
353,1.30635e+09
354,1.31775e+09
355,1.29109e+09
356,1.28839e+09
357,1.34221e+09
358,1.31004e+09
359,1.31761e+09
360,1.31506e+09
361,1.32714e+09
362,1.29375e+09
363,1.28931e+09
364,1.31432e+09
365,1.34507e+09
366,1.42838e+09
367,1.29638e+09
368,1.31024e+09
369,1.30428e+09
370,1.3087e+09
372,1.32275e+09
373,1.29389e+09
374,1.27089e+09
375,1.2927e+09
376,1.3399e+09
377,1.26116e+09
378,1.3199e+09
379,1.29007e+09
380,1.30341e+09
381,1.29402e+09
382,1.27135e+09
383,1.29533e+09
384,6.13229e+08
385,1.28144e+09
386,1.22598e+09
387,1.18817e+09
388,1.2901e+09
389,1.15658e+09
390,1.23741e+09
391,1.22618e+09
392,1.30516e+09
393,1.27512e+09
394,1.25821e+09
395,1.3121e+09
396,1.27055e+09
397,1.33728e+09
398,1.29537e+09
399,1.27059e+09
400,1.29238e+09
401,1.2759e+09
402,1.25024e+09
403,1.30806e+09
404,1.29886e+09
405,1.28463e+09
406,1.32293e+09
407,1.27168e+09
408,1.31386e+09
409,1.28088e+09
410,1.32638e+09
411,1.25769e+09
412,1.28981e+09
413,1.26714e+09
414,1.30217e+09
415,1.26128e+09
416,1.29615e+09
417,1.2777e+09
418,1.27209e+09
419,1.33474e+09
420,1.30399e+09
421,1.2746e+09
422,1.30466e+09
423,1.30575e+09
424,1.30079e+09
425,1.24444e+09
426,1.27489e+09
427,1.17702e+09
428,1.30984e+09
429,1.2484e+09
430,1.25327e+09
431,1.10031e+09
432,1.29996e+09
433,1.2567e+09
434,1.17606e+09
435,1.24865e+09
436,1.24849e+09
438,1.28856e+09
439,1.24494e+09
440,1.29918e+09
441,1.24633e+09
442,1.28932e+09
443,1.26144e+09
444,1.29966e+09
445,1.27764e+09
446,1.27777e+09
447,1.21319e+09
448,1.11615e+09
449,1.2514e+09
450,1.27447e+09
451,1.28104e+09
452,1.29817e+09
453,1.27877e+09
454,1.27816e+09
455,1.27768e+09
456,1.30455e+09
457,1.29495e+09
458,1.26156e+09
459,1.21721e+09
460,1.2862e+09
461,1.2784e+09
462,1.26925e+09
463,1.26911e+09
464,1.30626e+09
465,1.2738e+09
466,1.28535e+09
467,1.27395e+09
468,1.31191e+09
469,1.2792e+09
470,1.27155e+09
471,1.26375e+09
472,1.27994e+09
473,1.24779e+09
474,1.28689e+09
475,1.2744e+09
476,1.26021e+09
477,1.22877e+09
478,1.27557e+09
479,1.26125e+09
480,1.28313e+09
481,1.28176e+09
482,1.26977e+09
484,1.28564e+09
485,1.27276e+09
486,1.27862e+09
487,1.2766e+09
488,1.30898e+09
489,1.24286e+09
490,1.24569e+09
491,1.26674e+09
492,1.25216e+09
493,1.19631e+09
494,1.09205e+09
495,1.12431e+09
496,1.24823e+09
497,1.15183e+09
498,1.26695e+09
499,1.25651e+09
500,1.25248e+09
501,1.25222e+09
502,1.25249e+09
503,1.25443e+09
504,1.27451e+09
505,1.21624e+09
506,1.09851e+09
507,1.01601e+09
508,1.17468e+09
509,1.04451e+09
510,1.13186e+09
511,8.7581e+08
512,5.91506e+07
