n,flops_per_sec
2,5.35373e+07
3,9.47368e+07
4,1.34686e+08
5,1.37567e+08
6,1.39506e+08
7,1.51988e+08
8,1.63165e+08
9,1.6525e+08
10,1.66661e+08
11,1.6691e+08
12,1.99566e+08
13,1.5139e+08
14,2.18429e+08
15,1.70105e+08
16,2.23456e+08
17,1.41251e+08
18,1.54038e+08
19,1.39536e+08
20,2.28358e+08
21,2.29896e+08
22,2.13874e+08
23,1.91643e+08
24,1.89335e+08
25,1.43949e+08
26,1.66697e+08
27,1.46024e+08
28,1.58323e+08
29,1.64142e+08
30,2.11784e+08
31,2.30667e+08
32,2.32942e+08
33,1.65676e+08
34,2.0431e+08
35,2.35546e+08
36,2.04566e+08
37,1.80338e+08
38,1.99038e+08
39,1.24401e+08
40,1.82789e+08
41,2.31743e+08
42,1.99905e+08
43,1.47992e+08
44,2.18459e+08
45,1.48873e+08
46,2.17045e+08
47,1.88719e+08
48,1.5848e+08
49,2.03187e+08
50,2.29859e+08
51,2.34799e+08
52,1.98777e+08
53,2.23921e+08
54,1.91311e+08
55,2.2779e+08
56,2.18868e+08
57,1.92259e+08
58,2.2758e+08
59,2.21416e+08
60,1.85487e+08
61,1.75744e+08
62,2.03444e+08
63,1.80246e+08
64,1.85583e+08
65,1.77557e+08
66,2.23881e+08
67,1.94162e+08
68,2.07587e+08
69,2.06283e+08
70,2.28661e+08
71,2.05338e+08
72,2.18425e+08
73,2.20327e+08
74,2.20435e+08
75,1.99559e+08
76,2.04588e+08
77,2.15883e+08
78,2.07572e+08
79,2.19839e+08
80,2.08448e+08
81,2.16688e+08
82,2.18721e+08
83,2.31449e+08
84,2.21169e+08
85,2.00024e+08
86,1.90448e+08
87,2.26167e+08
88,1.76186e+08
89,2.25544e+08
90,2.37052e+08
91,2.35102e+08
92,2.33933e+08
93,2.35313e+08
94,2.37584e+08
95,2.30114e+08
96,2.23883e+08
97,2.16316e+08
98,2.25529e+08
99,2.26318e+08
100,2.23751e+08
101,1.8274e+08
102,2.1761e+08
103,1.96435e+08
104,2.37024e+08
105,2.35408e+08
106,2.14179e+08
107,2.08877e+08
108,2.3006e+08
109,2.32244e+08
110,2.36073e+08
111,2.36173e+08
112,2.27651e+08
113,2.02146e+08
114,2.08478e+08
115,2.2174e+08
116,2.23226e+08
117,2.15582e+08
118,2.18311e+08
119,2.18994e+08
120,2.21778e+08
121,2.16041e+08
122,2.29042e+08
123,2.33561e+08
124,2.27715e+08
125,2.17188e+08
126,2.07991e+08
127,2.07629e+08
128,2.01553e+08
129,2.31018e+08
130,2.0441e+08
131,2.31334e+08
132,2.327e+08
133,2.3568e+08
134,2.31002e+08
135,2.32414e+08
136,2.28787e+08
137,2.01112e+08
138,2.14747e+08
139,2.11594e+08
140,2.07707e+08
141,2.29343e+08
142,2.20937e+08
143,2.20362e+08
144,2.317e+08
145,2.01535e+08
146,1.89507e+08
147,2.22384e+08
148,2.35049e+08
149,2.0809e+08
150,1.89451e+08
151,2.12453e+08
152,2.16964e+08
153,2.07485e+08
154,2.3877e+08
155,2.19131e+08
156,2.37406e+08
157,2.38621e+08
158,2.29988e+08
159,2.09668e+08
160,2.03627e+08
161,2.3561e+08
162,2.35431e+08
163,2.40215e+08
164,2.26146e+08
165,2.32175e+08
166,2.18966e+08
167,2.08887e+08
168,2.20381e+08
169,2.29664e+08
170,1.96859e+08
171,2.29948e+08
172,2.00426e+08
173,2.16377e+08
174,2.31359e+08
175,2.23331e+08
176,2.34344e+08
177,2.04197e+08
178,2.16617e+08
179,2.2212e+08
180,2.27647e+08
181,2.31854e+08
182,2.37181e+08
183,2.36287e+08
184,2.22708e+08
185,2.32031e+08
186,2.29542e+08
187,2.2553e+08
188,2.17893e+08
189,2.31643e+08
190,2.20267e+08
191,2.18814e+08
192,2.17578e+08
193,2.06921e+08
194,2.17448e+08
