n,flops_per_sec
321,1.26802e+08
322,1.11715e+08
323,1.25608e+08
324,1.07916e+08
325,1.23888e+08
326,4.93118e+07
327,1.06428e+08
328,1.17971e+08
329,1.0754e+08
330,1.33983e+08
331,1.25617e+08
332,1.16328e+08
333,1.23098e+08
334,1.3515e+08
335,1.15365e+08
336,1.41692e+08
337,1.39853e+08
338,1.1823e+08
339,1.31057e+08
340,1.3794e+08
341,1.28107e+08
342,1.16044e+08
343,1.19284e+08
344,1.40619e+08
345,1.28803e+08
346,1.08035e+08
347,1.03489e+08
348,9.93292e+07
349,1.09484e+08
350,1.10789e+08
351,1.11926e+08
352,1.07333e+08
353,1.0222e+08
354,1.09614e+08
355,1.16292e+08
356,1.11267e+08
357,1.0918e+08
358,1.08332e+08
359,9.05994e+07
360,1.00549e+08
361,1.0434e+08
362,1.1422e+08
363,1.08905e+08
364,1.09485e+08
365,1.19437e+08
366,1.10864e+08
367,1.03419e+08
368,1.09911e+08
369,1.15934e+08
370,1.10283e+08
371,1.13815e+08
372,1.0281e+08
373,1.01672e+08
374,1.1121e+08
375,1.12506e+08
376,1.1175e+08
377,1.11709e+08
378,1.01052e+08
379,9.01701e+07
380,9.68358e+07
381,8.43511e+07
382,8.62919e+07
383,9.44202e+07
384,7.71678e+07
385,1.02063e+08
386,1.07108e+08
387,1.10251e+08
388,1.08073e+08
389,1.05654e+08
390,1.13317e+08
391,1.03425e+08
392,1.10474e+08
393,1.04833e+08
394,1.0769e+08
395,7.72022e+06
396,1.11596e+08
397,1.14245e+08
398,1.09733e+08
399,1.05681e+08
400,1.09629e+08
401,1.13378e+08
402,1.09175e+08
403,1.05204e+08
404,1.10776e+08
405,1.09598e+08
406,1.08156e+08
407,8.57564e+07
408,9.3865e+07
409,1.08277e+08
410,1.10151e+08
411,1.08999e+08
412,1.06117e+08
413,1.0529e+08
414,1.0879e+08
415,1.06524e+08
416,1.11713e+08
417,1.09382e+08
418,1.06515e+08
419,1.08479e+08
420,5.53384e+07
421,1.12753e+08
422,1.09161e+08
423,1.08028e+08
424,1.41688e+08
425,1.42426e+08
426,1.4071e+08
427,1.18881e+08
428,1.40604e+08
429,1.25567e+08
430,1.17315e+08
431,8.54085e+07
432,1.18022e+08
433,1.42395e+08
434,1.42404e+08
435,2.06305e+07
436,1.40298e+08
437,1.34008e+08
438,1.40723e+08
439,1.42718e+08
440,1.4083e+08
441,1.4268e+08
442,1.42842e+08
443,1.42246e+08
444,1.40833e+08
445,1.42659e+08
446,1.42758e+08
447,1.41039e+08
448,1.2398e+08
449,1.24486e+08
450,1.42668e+08
451,1.4096e+08
452,1.42692e+08
453,1.42857e+08
454,1.42872e+08
455,1.42954e+08
456,1.42894e+08
457,1.42909e+08
458,1.17768e+08
459,1.42716e+08
460,1.41191e+08
461,1.42968e+08
462,1.28565e+08
463,1.41959e+08
464,2.29055e+07
465,1.42369e+08
466,1.15266e+08
467,1.40044e+08
468,1.06931e+08
469,1.15248e+08
470,1.31462e+08
471,1.0095e+08
472,1.18172e+08
473,1.0601e+08
474,1.0098e+08
475,1.41735e+08
476,1.40697e+08
477,1.33788e+08
478,1.4305e+08
479,1.4285e+08
480,1.42935e+08
481,1.42949e+08
482,1.33088e+08
483,1.42695e+08
484,1.35562e+08
